text,location,retweets,user_id,created_at
Ted Cruz LIES about what happened - BEN CARSON screwed. #Cruzbot #CruzCrew #LoseCruz #CruzTard https://t.co/9Sni8yKpcC via @YouTube,United States of America,0,3422158725,Thu Feb 18 23:53:06 +0000 2016
.@realDonaldTrump says he could #RunTheTable if he wins South Carolina https://t.co/8fwA9cSaPC https://t.co/InYsGRrz2b,Atlanta,2,14268564,Thu Feb 18 23:52:49 +0000 2016
.@realDonaldTrump says he could #RunTheTable if he wins South Carolina https://t.co/PUDBnJF9do https://t.co/kMOiMtKvjf,Atlanta,0,14088487,Thu Feb 18 23:52:49 +0000 2016
"didn't #TED CRUZ STEAL THE SCRIPTURE VERSE #DR BEN CARSON USES ALL THE TIME
""You know them by there fruit""
Ted Cruz you can fool some b n al","Rhode Island, USA",0,4785624496,Thu Feb 18 23:52:24 +0000 2016
"“This is how bad it’s gotten [that] even the pope weighs in,” Dr. Ben Carson said. “It would be hilarious if it... https://t.co/KXhoIrb251",PA,0,860728076,Thu Feb 18 23:51:09 +0000 2016
Rep. Andy Harris Endorses Dr. Ben Carson: 'He Will Restore America To Greatness' - Breitbart https://t.co/3Tr9go6PnH via @BreitbartNews,,0,4907040267,Thu Feb 18 23:50:52 +0000 2016
"@RealBenCarson @killermike You don't have to be a ""hip-hopper"" to hop to the polls this weekend and vote for REAL change, Ben Carson",,1,547353336,Thu Feb 18 23:50:09 +0000 2016
"Video: Ben Carson on SCOTUS, POTUS Overreach — We Need to Drive a Stake in the Ground https://t.co/cuLg4s535p @freemarketjay @streamdotorg",,0,138430083,Thu Feb 18 23:49:42 +0000 2016
@realDonaldTrump Donald Trump: No apology for questioning Ben Carson's Seventh-day Adventist faith https://t.co/HqIKtDGrSF A HYPOCRITE!!!,,1,466519586,Thu Feb 18 23:49:30 +0000 2016
"@gtex714 I notice this. The media are pushing for Jeb Bush, Ted Cruz or Marco Rubio but never mention or promote someone like Ben Carson?",Herefordshire,0,705273937,Thu Feb 18 23:48:41 +0000 2016
"Ben Carson: Congress Now a 'Peanut Gallery,' 'Just Watching What Executive Branch and Judiciary Do' https://t.co/MmHBMwlNwL",Little Rock,0,58872670,Thu Feb 18 23:48:09 +0000 2016
"Ben Carson: Congress Now a 'Peanut Gallery,' 'Just Watching What Executive Branch and Judiciary Do' https://t.co/ATrmxPp04l",Little Rock,0,58872670,Thu Feb 18 23:48:04 +0000 2016
"Saw a Ben Carson bumper sticker. Made me almost sad for his pathetic campaign, as it's the only one I have seen.","St Paul, MN",0,310642447,Thu Feb 18 23:47:44 +0000 2016
"trying, but cannot imagine what Ben Carson's voice sounds like through a megaphone. #QuietlyLoud https://t.co/1e2H01eB0L",Beautiful downtown Burbank!,0,58425534,Thu Feb 18 23:47:17 +0000 2016
This quote from Nikki Haley will be more interesting after the #SCPrimary results are in: https://t.co/GcNwC3Vcsn https://t.co/rQBrO3kFrj,"Ridgewood, NJ | Manhattan",0,77029462,Thu Feb 18 23:46:49 +0000 2016
Ben Carson Busts Out a History Lesson on Live TV When Asked About Republicans and the Poor https://t.co/83fzIlFPei via @injo,,0,125095237,Thu Feb 18 23:46:13 +0000 2016
Ben Carson needs to make campaign ad's look more like this #highenergy https://t.co/kitFPRsLxu,"Los Angeles, CA",1,2875846909,Thu Feb 18 23:45:26 +0000 2016
Ben Carson uses Justice Scalia's death for a campaign ad. https://t.co/jQkJp5vp7U https://t.co/b2SQJVoGEA,,11,18510860,Thu Feb 18 23:45:18 +0000 2016
Ben Carson: Muslims Only Embrace American Democracy 'If They're Schizophrenic' https://t.co/8zlnqnFFtc via @NewsRepublic,,0,458411712,Thu Feb 18 23:45:12 +0000 2016
"Ben Carson's study of the pyramids, correct https://t.co/QIA5BvDepy","Mukilteo, WA",0,1910116862,Thu Feb 18 23:45:12 +0000 2016
#BenCarson compares critics to masters trying to divide slaves https://t.co/VqVHzdx1LO #2016Election https://t.co/xvNOjV0VRB,"Washington, D.C.",3,16666806,Thu Feb 18 23:45:09 +0000 2016
"@TheShaunNavarro Hey the new profile photo is amazing - Ben Carson looks like the cover of a ""Martin"" DVD.","Los Angeles, CA",0,2875846909,Thu Feb 18 23:43:58 +0000 2016
@malki Having a tough time choosing between the hapless fatalism of Jeb! and the Elseworlds folk tales of Ben Carson.,"Portland, OR",1,17143528,Thu Feb 18 23:43:48 +0000 2016
Ben Carson Launches Into a Nearly Two-Minute History Lesson During Live Town Ha... https://t.co/2W8Cv6lFpH via @theblaze,California,0,565188105,Thu Feb 18 23:43:24 +0000 2016
Ben Carson: 'I like having a gun' @CNNPolitics https://t.co/jay0vHILZR #WinBenWin,USA,0,41599075,Thu Feb 18 23:43:08 +0000 2016
You Can't Be A Christian And A Republican?? Ben Carson's Got A FANTASTIC Answer For That! -... https://t.co/HQZjtzRaiB,U.S. of A.,0,18291690,Thu Feb 18 23:43:00 +0000 2016
@afa1776 @RealBenCarson So vote for Cruz?https://t.co/a89UiHsHFv,,0,4565600717,Thu Feb 18 23:42:36 +0000 2016
@grieverwings Ben Carson so you know it's gross to begin with,,0,3144807582,Thu Feb 18 23:42:00 +0000 2016
FACEBOOK BLOCKED my Dr. Carson post:  https://t.co/EoHxVnXvu8,"Travelers Rest, SC",0,23032307,Thu Feb 18 23:41:43 +0000 2016
Ben Carson: America Is Exceptional Because We Went To The Moon Instead Of Chopping Down Corn: https://t.co/HU102LXZDq,"Grapevine, Texas",0,250940553,Thu Feb 18 23:41:30 +0000 2016
"#HistoricalShops
Uncle Ben Carson's Rice
@benpunter https://t.co/bqEAobweai",,0,3381962673,Thu Feb 18 23:41:30 +0000 2016
"Ben Carson Implies Apple Would Turn Over Information To Him, Unlike 'Dishonest' Obama: https://t.co/sj6XtuFkfn","Grapevine, Texas",4,250940553,Thu Feb 18 23:41:14 +0000 2016
"Ben Carson is an interesting candidate too, with his career in the medical field. Not too shabby. I'll have to ask my mom what she thinks.",Las Vegas! ,0,183537417,Thu Feb 18 23:40:44 +0000 2016
"Ben Carson Furious The Media Pointed Out His Fake Stalin Quote, Egyptian Pyramid Grain Theory: https://t.co/VT6DiS2r8e","Grapevine, Texas",1,250940553,Thu Feb 18 23:40:44 +0000 2016
Trump says he could 'run the table' if he wins South Carolina https://t.co/jh5wevKgZe via @usatoday,,1,467792402,Thu Feb 18 23:40:02 +0000 2016
Ben Carson Busts Out a History Lesson on Live TV When Asked About Republicans and the Poor https://t.co/BLsT80rQXn,,1,2395174262,Thu Feb 18 23:39:37 +0000 2016
"Media may ignore us, polls may not count us &amp; people refuse to see us, but we are here; Ben Carson supporters are Strong &amp; Growing! #BC2DC16",,25,6582922,Thu Feb 18 23:39:33 +0000 2016
we have to do something about rampant apathy toward bear attack survivors in this country – ben carson knows this https://t.co/X6EsjhX2P6,Austin ➤ Los Angeles,1,14924876,Thu Feb 18 23:39:13 +0000 2016
Ben Carson Delivers Epic History Lesson When Asked About Conservatives and the Poor https://t.co/uQow1WkVjM via @youngcons, ,0,24716438,Thu Feb 18 23:39:09 +0000 2016
https://t.co/RuanOruViJ,da Yoop,1,3106208237,Thu Feb 18 23:38:58 +0000 2016
Ben Carson calls for a Convention of States to propose term limits https://t.co/CbnUvJGJ0R,,0,341226434,Thu Feb 18 23:38:55 +0000 2016
Mike Gallagher and me interviewing Dr Ben Carson at the Conservative Convention today. https://t.co/OitEQIPnfD,Upstate of South Carolina,0,963572814,Thu Feb 18 23:38:40 +0000 2016
Ben carson's big words poop medicine commercial before every time i finish getting away from spring breakers in space.,Riverside,0,2551121491,Thu Feb 18 23:37:39 +0000 2016
"the country would be ok ,if we (had a black man as pres).its too bad obama is just another nigger.BEN CARSON is a( good man).AMERICAN...",,1,4706179487,Thu Feb 18 23:37:23 +0000 2016
Ben Carson: ‘Enforcing Our Immigration Laws Is Not In Contradiction With Love And Kindness’ https://t.co/J7PI97a9Jy via @dailycaller, Clarkrange Tennessee,0,1289704663,Thu Feb 18 23:37:13 +0000 2016
the betting community seems to agree https://t.co/qEJ5iVJVXj via @usatoday,,0,4338452479,Thu Feb 18 23:36:19 +0000 2016
"Ben Carson: Accountable to everybody and beholden to no one. #BC2DC16

https://t.co/Zl2QNm9yF4",,9,6582922,Thu Feb 18 23:35:35 +0000 2016
Ben Carson: ‘Enforcing Our Immigration Laws Is Not In Contradiction With Love And Kindness’ https://t.co/YUs1xa1Kr2 https://t.co/UgaYNEENSZ,"Washington, DC",24,39308549,Thu Feb 18 23:35:03 +0000 2016
Dr. Ben Carson will appear tonight on The Kelly File at 9 PM on @FoxNews @RealBenCarson @DraftRunBenRun #WinBenWin #Carson2016 #Carson4Prez,,3,330594881,Thu Feb 18 23:34:56 +0000 2016
"Ben Carson: ""Accountable to everybody and beholden to no one"" https://t.co/XxpBq3XlDo via @YouTube #BenCarson #president #2016",Northern Virginia,0,17355699,Thu Feb 18 23:34:41 +0000 2016
"We also need 2 explain what Christianity really is, as making a God look stupid is blashemy https://t.co/w4JyaNIimL https://t.co/pzsOYzt8hO",New York,15,796261392,Thu Feb 18 23:33:13 +0000 2016
#scprimary Ben Carson for President 2016 - Republican - Bumper Sticker Vinyl Decal  #tcot #tcot #rnc https://t.co/5osLcyt09y,,0,4741160245,Thu Feb 18 23:33:11 +0000 2016
#demdebate Ben Carson for President 2016 - Republican - Bumper Sticker Vinyl Decal  #rnc #tpp #rightwing https://t.co/o8sQXw9IzK,,0,4850718499,Thu Feb 18 23:33:10 +0000 2016
CNN Started The Carson Drop-Out Rumor. Now They're Lying About It To Bash Cruz. https://t.co/TDK5yeVnis @wattsjim,"Kettering, OH",1,72547151,Thu Feb 18 23:32:51 +0000 2016
Just sitting 2 rows behind Candy Carson (Ben Carson's wife)... No biggy https://t.co/2J4Hc0li5A,,0,1482900156,Thu Feb 18 23:31:43 +0000 2016
@symplsymin @DarleneHBrook @KatyinIndy @CNN So did I.Then the whole Ben Carson debacle /denial.When it comes to covering Cruz they all suck,ohio,2,584242758,Thu Feb 18 23:31:09 +0000 2016
Trump says he could 'run the table' if he wins South Carolina - USA TODAY https://t.co/HLn8O0teDM,,0,1285958504,Thu Feb 18 23:31:06 +0000 2016
Trump says he could 'run the table' if he wins South Carolina - USA TODAY: USA TODAY Trump says he could 'run the… https://t.co/pyCmsLFSLU,,0,1696894963,Thu Feb 18 23:31:06 +0000 2016
Just saw a Ben Carson bumper sticker in the Bellarmine parking lot,253,0,273363123,Thu Feb 18 23:30:51 +0000 2016
Ben Carson Busts Out a History Lesson on Live TV When Asked About Republicans and the Poor https://t.co/tMCWXDfvkg via @injo,,0,454499839,Thu Feb 18 23:30:48 +0000 2016
It's not that the GOP doesn't want to help the poor. There's just a better way. https://t.co/SinN7IWAvV,,0,598655788,Thu Feb 18 23:30:17 +0000 2016
You Can't Be A Christian And A Republican?? Ben Carson's Got A FANTASTIC Answer For That! https://t.co/UNIn4wsOf9 via @chicksontheright,America The Borderless ,0,381731159,Thu Feb 18 23:30:12 +0000 2016
When you wanna be Ben Carson https://t.co/VQuMnNJpux,jup,0,715081048,Thu Feb 18 23:29:58 +0000 2016
@creechsm Ben Carson or Kirk Cameron?,"Columbia, SC",0,138120010,Thu Feb 18 23:28:39 +0000 2016
Include DR BEN CARSON #AMERICANEEDSCARSON  https://t.co/v4RhiXvRFQ,"Mukilteo, WA",1,1910116862,Thu Feb 18 23:28:27 +0000 2016
Trump says he could 'run the table' if he wins South Carolina: https://t.co/QlEnBYylhz,Taiwan,0,35346943,Thu Feb 18 23:28:16 +0000 2016
@afa1776 @RealBenCarson so because he's taking a leave of absence don't waste your vote on Ben Carson vote for Cruz. Really.,,0,4565600717,Thu Feb 18 23:27:15 +0000 2016
Ben Carson mumbled something about this. Not a bad idea. Some want to limit justices to 18 years on Supreme Court https://t.co/HnKJMcqafn,Chicago 50 miles west,1,17329345,Thu Feb 18 23:27:07 +0000 2016
Ben Carson Busts Out a History Lesson on Live TV When Asked About Republicans and the Poor https://t.co/idEZR3I8un via @injo,,0,700459450839072768,Thu Feb 18 23:26:36 +0000 2016
"Just received a call from Kirk Cameron. You know, that actor from Growing Pains. He's supporting Ben Carson. Good to know he's still alive.","Columbia, SC",0,1602019950,Thu Feb 18 23:26:16 +0000 2016
@Globalidentity while we're on unpleasant right wing candidates let's not forget Ben Carson https://t.co/FqAkVvTvrI,Dronfield,1,2306697607,Thu Feb 18 23:26:14 +0000 2016
"GOP PRESIDENTIAL CANDIDATES SEN. MARCO RUBIO AND DR. BEN CARSON APPEAR ON 'THE KELLY FILE' AT 9PM ET, FOLLOWED ... |",cleveland ohio,0,3435919089,Thu Feb 18 23:26:12 +0000 2016
Of course he hasn't ...just ask Ben Carson.  Such a ______! https://t.co/WZ8wcnL3D7,"Las Vegas, NV",0,735385014,Thu Feb 18 23:26:00 +0000 2016
"Tallying the votes...😳
https://t.co/yZG0KOd2ag https://t.co/YdWAPfmuwf",,5,236928181,Thu Feb 18 23:25:47 +0000 2016
@AssOnRight Found this and thought you might like it https://t.co/N1q7fwZsxA,"Frederick, MD",0,343018600,Thu Feb 18 23:25:26 +0000 2016
Very true Aaron. Let's hope people are waking up. Ben Carson for #POTUS. #BC2DC16 #SouthCarolinaPrimary  https://t.co/URk9zt6rR1,,9,6582922,Thu Feb 18 23:25:03 +0000 2016
Ben Carson: I would nominate Scali https://t.co/25DrX9tpP1 #ThingsLincolnDidntSay #HalseyOnHits1 #fridayreads #DarwinDay #FlashbackFriday,"New York, USA",0,875292078,Thu Feb 18 23:24:21 +0000 2016
Dr. Ben Carson knows how to fix it https://t.co/gIYIYCyylL https://t.co/1kAra4KAjo,,4,841519644,Thu Feb 18 23:23:48 +0000 2016
"""Somebody got killed by a bear. Everybody took care of their family"" — Ben Carson https://t.co/jBzcR1d62g","Washington, D.C.",4,188857501,Thu Feb 18 23:23:47 +0000 2016
I try to follow little bit the elections in US. Yesterday I watched the Republicans debate. One more time Ben Carson called my attention,Spain,0,2816259521,Thu Feb 18 23:23:40 +0000 2016
Ben Carson filter https://t.co/mQJnSU6KWE,Da Land • 216,0,35282024,Thu Feb 18 23:23:13 +0000 2016
"Awesome endorsement of a great public servant &amp; leader on veterans issues Rep Kerry Bentivolio (MI-11). https://t.co/qKhGskrHWH 
#Carson2016",,4,4893305325,Thu Feb 18 23:23:11 +0000 2016
@catchdacurve See what you think of Ben Carson's Opinion on the subject. MLK was a republican. #BookerTWashington?  https://t.co/vYAT0cA2cq?,Don't Twitter Churn me bro!,0,40058836,Thu Feb 18 23:23:03 +0000 2016
Benjamin Watson Puts Dr. Ben Carson in Same League ... https://t.co/wxlCCFZ3CG via @CSWrite2Inspire https://t.co/HHrdOSOt5U,,2,4761668576,Thu Feb 18 23:22:35 +0000 2016
"Me neither, CATO FORBES LAFFER MOORE like Ben Carson #AMERICANEEDSCARSON  https://t.co/wkGYiBPysz","Mukilteo, WA",0,1910116862,Thu Feb 18 23:21:43 +0000 2016
"Me neither, CATO FORBES LAFFER MOORE like Ben Carson #AMERICANEEDSCARSON  https://t.co/wkGYiBPysz","Mukilteo, WA",0,1910116862,Thu Feb 18 23:21:43 +0000 2016
https://t.co/ZUgD0SaSLn,,0,3947638457,Thu Feb 18 23:21:11 +0000 2016
"to be fair, nonstop media cov'g didn't help sarah palin, herman cain, ben carson, carly fiorina, etc etc  https://t.co/d5c6Dc8WdG",,0,16937669,Thu Feb 18 23:20:33 +0000 2016
@afa1776 @RealBenCarson @tedcruz so you say Ben Carson is lying about this. what information do you have that he did this,,0,4565600717,Thu Feb 18 23:19:56 +0000 2016
@Iam_jerryhughes @FunnyPicsDepot Better Doctor then Ben Carson,Earth    ,0,2804071075,Thu Feb 18 23:19:41 +0000 2016
Trump confuses Barack Obama for Ben Carson https://t.co/hsr6FGU43Z,"Philadelphia, PA",0,3873467952,Thu Feb 18 23:19:20 +0000 2016
Ben Carson will be on the Kelly Files tonight,"Merrifield, VA",23,1692083250,Thu Feb 18 23:19:19 +0000 2016
Ben Carson on Christian values and role of government https://t.co/HQHz5sgxjT via @YouTube,"San Diego, CA",0,4735284493,Thu Feb 18 23:18:29 +0000 2016
"Darn it! Called out on quotes!

Carson Furious Media Pointed Out Fake Stalin Quote, Egyptian Pyramid Grain Theory https://t.co/RJvZMsTGKR",,0,194474998,Thu Feb 18 23:18:26 +0000 2016
@afa1776 @Juliet777777 @realDonaldTrump @RealBenCarson the voice mail said to vote for Cruz because Ben Carson was dropping out.,,0,4565600717,Thu Feb 18 23:18:24 +0000 2016
Saw a bumper sticker for Ben Carson today. I didn't even realize that poor guy had bumper stickers made... Awkward... 😅,Walking in the wind,0,805304047,Thu Feb 18 23:18:01 +0000 2016
"From a Black Conservative: Dr. Ben Carson, It's time to leave the race! https://t.co/Y6sOTCN1pK via @pundit_social",US,0,90249570,Thu Feb 18 23:17:43 +0000 2016
Ben Carson Makes Controversial Remark About Muslims. Again. https://t.co/2KTLF1grDO,"New Jersey, USA",0,2516013102,Thu Feb 18 23:17:35 +0000 2016
@AGlenWilliamson you keep Trump...Obama is never for sale...you can take Ben Carson https://t.co/H6DjKDL1Nq,with y(our) Bae,0,319863094,Thu Feb 18 23:17:14 +0000 2016
"Ben Carson Speaks About Supreme Court, Gun Control #GunNews https://t.co/VAuU7NRYWn https://t.co/dy9bGOmwqm",,0,3016793053,Thu Feb 18 23:17:14 +0000 2016
Trump says he could 'run the table' if he wins South Carolina https://t.co/XkiDpIbkar,India,0,2527977043,Thu Feb 18 23:17:00 +0000 2016
Ben Carson: Accountable to everybody and beholden to no one https://t.co/8ASeufAxU0 via #SCPrimary,"California, USA",0,65555189,Thu Feb 18 23:16:58 +0000 2016
Ben Carson Launches Into a Nearly Two-Minute History Lesson During Live Town Ha... https://t.co/XjzEmFQdIW via @theblaze,,0,3247780708,Thu Feb 18 23:16:57 +0000 2016
A High-Tech Lynching of Ben Carson #BC2DC16 https://t.co/N5Yl6paEHH,,1,6582922,Thu Feb 18 23:16:16 +0000 2016
I've seen Rubio's &amp; Jeb's response to the Pope calling out Trump. Guess Ben Carson is napping &amp; Cruz is too busy making up new lies,South Carolina,0,1345511600,Thu Feb 18 23:16:15 +0000 2016
"@NBCNews - It's not fun to watch Ben Carson marginalized to the point that he appears lackluster, unfocused and incompetent. #media",USA & the world,0,811279448,Thu Feb 18 23:16:13 +0000 2016
"@imyomelman326 @realDonaldTrump Carson's own words from his book. Ben a likeable guy.  Praised the good things only, pro life. Against ill","Alabama, USA",0,2590168794,Thu Feb 18 23:15:59 +0000 2016
@afa1776 @RealBenCarson https://t.co/D9voWuy8Np Voice mail left by teds cruz campaign,,0,4565600717,Thu Feb 18 23:15:53 +0000 2016
https://t.co/EDggX0Mxko Ben Carson compares critics' attacks to masters trying to divide slaves:... https://t.co/Ddb6bR41OR #breaking #news,,0,86759043,Thu Feb 18 23:15:28 +0000 2016
Trump says he could 'run the table' if he wins South Carolina https://t.co/PnbB1IQnsS via @usatoday,Virginia,0,158200959,Thu Feb 18 23:15:21 +0000 2016
Ben Carson compares critics' attacks to masters trying to divide slaves: Ann Marie AwadORANGE... https://t.co/pOrOwAS3yh #upi latest news,Worldwide ,0,135129703,Thu Feb 18 23:15:20 +0000 2016
"@wanttruth Me too. If and when Ben Carson is done, I'm done. He's all the hope I have left in this country and in politics",Central Texas,1,390219415,Thu Feb 18 23:15:16 +0000 2016
"Ben Carson compares critics' attacks to masters trying to divide slaves: Ann Marie AwadORANGEBURG, S.C., Feb. 18 (UPI) -- Speaking at...",loading...,0,273946592,Thu Feb 18 23:15:14 +0000 2016
Ben Carson compares critics' attacks to masters trying to divide slaves: Ann Marie AwadORANGEB... https://t.co/RhX4ULO6Yh #TeamFollowBack,Kingdom Of God,0,72914625,Thu Feb 18 23:15:10 +0000 2016
"The Biggest Spammers in the World, Ben Carson Wins Facebook Election… [Tech News Digest] - https://t.co/rNSNQViFdk","Sinjuku-ku, Tokyo, Japan",0,2851308104,Thu Feb 18 23:15:05 +0000 2016
Ben Carson: ‘Enforcing Our Immigration Laws Is Not In Contradiction With Love And Kindness’ https://t.co/T6gB9mm4f2 via @dailycaller,Beautiful Shenandoah Valley,4,915594294,Thu Feb 18 23:14:33 +0000 2016
Ben Carson Enforcing our immigration Laws is not in contradiction with love and kindness https://t.co/QoeFCH5ZWj,"Illinois, USA",1,3274720530,Thu Feb 18 23:14:07 +0000 2016
"Ben Carson is a good man. If he stays in this race much longer (thus delaying consolation &amp; fueling Trump), he will seem less so.",,13,520011678,Thu Feb 18 23:14:03 +0000 2016
@Anglojew @Jonstradamus @UnojoeArd @rico_hands you can't be too bright if u follow Ben Carson?,,0,4498870097,Thu Feb 18 23:13:59 +0000 2016
Trump says he could 'run the table' if he wins South Carolina https://t.co/scC6xiCG1g via @usatoday,Florida,0,53823932,Thu Feb 18 23:13:31 +0000 2016
"Thank You, Ben Carson, For Your Latest Anti-Muslim Rant - Religion Dispatches https://t.co/L6Gl3gVWjX",Birmingham,0,969910855,Thu Feb 18 23:13:06 +0000 2016
Did Ben Carson forget to suspend his campaign? #GOP2016,"Salt Lake City/Washington, DC",2,40101927,Thu Feb 18 23:12:40 +0000 2016
South Carolina Primary: Ben Carson's Murky Road Ahead.. Related Articles: https://t.co/mguR0k9KZC,"Dallas, TX",0,3224325206,Thu Feb 18 23:12:34 +0000 2016
"""BEN CARSON IS BLACK?!?"" -Alexis Christine Saghy",,0,2638365903,Thu Feb 18 23:11:33 +0000 2016
"@BIZPACReview There is no reason a determined person of color can't find success in America. Get real, see Ben Carson. He is the real thing.","New Jersey, USA",1,3248168356,Thu Feb 18 23:10:47 +0000 2016
"#BenCarson on the good old days: ""If someone got killed by a bear, everyone took care of their family.” https://t.co/TY3LcrCGv4 WTF...",,0,2577185218,Thu Feb 18 23:10:41 +0000 2016
"Try to look away...

A Peek Into Ben Carson's Psyche via Home Decor @francotheG @Bigjoem75 @straight_arrow @chucksz https://t.co/ZPMgYaWIpW","Los Angeles, CA",1,1038800461,Thu Feb 18 23:10:21 +0000 2016
"Whenever I see Ted Cruz and Ben Carson, Droopy the Dog is the first thing that comes to mind.","Naperville, IL",0,389254151,Thu Feb 18 23:10:13 +0000 2016
"Ben Carson longs for us to help each other, like we did during bear attacks https://t.co/LG4wfF7iN2 via @usatoday",,1,22668262,Thu Feb 18 23:10:11 +0000 2016
“@Eric_Edholm: How does Ben Carson poll better than John Kasich?” No kidding. Sad,,0,245434010,Thu Feb 18 23:09:44 +0000 2016
Ben Carson Busts Out a History Lesson on Live TV When Asked About Republicans and the Poor https://t.co/zu5Z8fyBzs,Philippines,0,15846015,Thu Feb 18 23:09:19 +0000 2016
Ben Carson Busts Out a History Lesson on Live TV When Asked About Republicans and the Poor https://t.co/MmVsIFHkTw via @injo,,0,500687744,Thu Feb 18 23:09:14 +0000 2016
@NAQureshi Donald Trump is a pure Christian and so is Ben Carson. #DoubleStandards,,0,1729416127,Thu Feb 18 23:08:52 +0000 2016
TRUMP: 'Could run table' with SC Win... https://t.co/B1M2pPLox5,Worldwide,0,946649587,Thu Feb 18 23:08:04 +0000 2016
Ben Carson! #WinBenWin #IVOTECARSON #AMERICANEEDSCARSON  https://t.co/zaW0jRJJYh,California unfortunately ,2,595668259,Thu Feb 18 23:08:01 +0000 2016
"""Gifted Hands"" #BenCarson2016 inspired young med student https://t.co/DbAf5IP3BR
This is a true leader. https://t.co/i1KE1cobbU
#PJNET","Nancy Charlotte, NC ",2,2715189193,Thu Feb 18 23:07:10 +0000 2016
"Most hated people's list:

1. Ben Carson
1.1. Donald Trump",Satan's Throne,0,2871157858,Thu Feb 18 23:06:53 +0000 2016
@seanhannity Isn't what the Pope did exactly what Trump has done to Ben Carson and Ted Cruz ... question their Christianity ?,,0,240882022,Thu Feb 18 23:06:34 +0000 2016
This Ben Carson as a child? https://t.co/4jhXcWosPW,SD,0,390883018,Thu Feb 18 23:06:25 +0000 2016
Trump says he could 'run the table' if he wins South Carolina https://t.co/kkdDZgtj3a via @usatoday,"Davenport, IA",0,3311544643,Thu Feb 18 23:06:23 +0000 2016
"S.C. as of today, CBS &amp; Fox
1  Donald Trump: 35%
2. Ted Cruz: 18%
2. Marco Rubio: 18%
4. John Kasich: 10%
5. Jeb Bush: 7%
5. Ben Carson: 7%",FOUNDERS HOME LAND,1,535639721,Thu Feb 18 23:06:12 +0000 2016
Ben Carson scares me and angers me even more than Trump tbh.....,Satan's Throne,0,2871157858,Thu Feb 18 23:06:11 +0000 2016
"Ben Carson Furious The Media Pointed Out His Fake Stalin Quote, Egyptian Pyramid Grain Theory https://t.co/cjkhxACTHM",USA,0,1566713960,Thu Feb 18 23:06:03 +0000 2016
Get it @realDonaldTrump !  Screw the WSJ!   https://t.co/zKxcdM1USH,,0,34822906,Thu Feb 18 23:05:51 +0000 2016
Donald Trump: No apology for questioning Ben Carson's Seventh-day Adventist faith https://t.co/gvWFKdnDAu #Trump is a hypocrite,"Schaumburg, Illinois ",1,1959422996,Thu Feb 18 23:05:24 +0000 2016
Why Ben Carson May 'Go All the Way' https://t.co/Z99udhviGv via @charismamag,"Pennsylvania, USA",1,1631271504,Thu Feb 18 23:05:02 +0000 2016
"Don't forget Ben Carson's policy: ""Go to my website to find out what my policy is on that."" https://t.co/XeLi40T3Q3",Right Here,3,17258301,Thu Feb 18 23:03:48 +0000 2016
